declared_land_ha,verified_land_ha,cadastral_land_ha,mean_ndvi,annual_income,crop_is_high_vigor,overclaim_ratio,eligible
2.5517943,2.465745,2.505037,0.5756666,578010.6,1.0,1.0348979,1
5.1162043,3.9839027,4.733851,0.40628102,280786.25,1.0,1.2842193,0
3.0221384,2.0833738,2.8586733,0.53348845,968971.0,1.0,1.4505982,0
0.8836694,0.69817525,0.89030224,0.45877948,599059.2,0.0,1.2656841,0
1.1204461,1.0286874,1.1836004,0.5044484,1162544.9,1.0,1.0891998,1
7.7028017,5.665262,7.5780907,0.59734184,226334.7,0.0,1.3596549,0
7.2869296,5.816779,7.1169295,0.42496493,458714.03,1.0,1.252743,0
5.657716,4.139616,5.828031,0.4402932,895879.1,0.0,1.3667247,0
2.2737856,2.0865915,2.1179194,0.4270378,708123.9,1.0,1.089713,1
7.759576,7.302781,7.5745106,0.42414206,548266.3,0.0,1.0625508,1
6.274257,5.1555734,5.9080114,0.5259853,856852.1,1.0,1.2169852,1
5.7917433,5.7155147,5.9674025,0.4454027,893353.75,1.0,1.0133371,1
3.7050197,3.6997926,3.41778,0.7246935,713893.9,0.0,1.0014127,1
2.3234842,1.5714911,2.2992377,0.9018744,416968.9,1.0,1.4785221,1
0.9518495,0.7294452,0.97015965,0.41480866,761573.4,0.0,1.304895,0
7.2402987,5.7515264,7.7234807,0.5441004,677028.9,1.0,1.2588482,1
3.755055,2.6374729,3.9236956,0.65570116,967304.4,1.0,1.4237323,0
1.7784343,1.3974967,1.9359548,0.46013764,801476.5,0.0,1.2725856,0
2.5864618,2.0336084,2.6795113,0.35084134,621287.5,1.0,1.2718582,0
4.7179127,4.3016067,4.5756106,0.760726,71510.414,1.0,1.0967792,1
1.5788277,1.2932671,1.4941154,0.6029236,241981.36,1.0,1.2208056,1
6.8815913,6.0465093,6.2713075,0.5478036,437083.44,1.0,1.1381098,1
6.116452,4.7779136,5.8443775,0.71757835,741585.44,1.0,1.2801512,1
5.811811,4.3320127,5.3896976,0.61553496,961212.56,0.0,1.341596,0
3.5703256,3.1181173,3.4769437,0.49280974,1153947.2,0.0,1.1450261,1
5.093009,3.3925104,5.2993555,0.35350537,739776.2,1.0,1.5012509,0
4.7559643,3.2681942,4.9386253,0.42600024,888170.6,1.0,1.4552269,0
5.2688036,4.2955174,5.077194,0.6807235,764657.4,0.0,1.2265818,1
0.8586657,0.72345954,0.8601344,0.60231286,544819.4,0.0,1.1868883,1
3.4432976,2.8796527,3.2482498,0.472,751128.2,1.0,1.1957337,0
0.52459055,0.39640522,0.5249029,0.7649845,510773.9,1.0,1.3233695,1
4.0531282,3.297281,4.061301,0.4764168,571685.3,0.0,1.2292335,0
2.7729175,2.0267773,2.66272,0.6481277,1097654.5,1.0,1.3681412,1
1.3272886,0.93086904,1.2634375,0.53300583,698438.6,1.0,1.4258597,0
1.0065432,0.7902653,1.1030856,0.789943,165472.58,1.0,1.2736775,1
4.7836275,3.6238472,4.8191447,0.6129568,652330.5,1.0,1.3200412,0
1.5306251,1.176253,1.5496284,0.5069239,1146249.2,0.0,1.301272,0
7.415937,6.1310387,6.6859035,0.4731798,165049.3,0.0,1.2095727,1
4.732277,4.1210732,4.4311533,0.49769413,1166865.4,0.0,1.1483117,1
2.9055846,2.3090801,2.8222651,0.3911904,1185786.4,1.0,1.2583297,0
4.8091407,3.9586318,5.257334,0.29499453,694820.1,0.0,1.2148492,0
0.3778702,0.28605148,0.3533269,0.5463103,432304.53,1.0,1.3209867,0
7.6767616,7.3656597,7.374742,0.4199722,59929.875,1.0,1.0422368,1
3.9619668,3.037655,4.3503637,0.41957372,67830.76,1.0,1.3042846,0
6.3053346,4.874144,6.2815113,0.48667395,496309.72,0.0,1.2936292,0
0.845294,0.71493757,0.8145942,0.50783354,950532.56,1.0,1.1823325,0
3.995935,2.896064,4.103313,0.5011064,1133729.5,1.0,1.3797814,0
4.0275145,2.9974384,4.024536,0.7607443,227995.05,1.0,1.3436521,1
7.515046,5.6333494,8.202597,0.59935695,610915.5,1.0,1.3340281,1
4.6594787,3.8354638,4.27106,0.81617236,626984.5,0.0,1.214841,1
3.8932173,3.2964156,4.1194506,0.43415144,487348.88,1.0,1.1810457,0
2.2824101,1.8559315,2.181567,0.6175581,670949.5,1.0,1.2297922,1
2.7862382,2.496334,2.957129,0.4424881,1113775.6,1.0,1.1161319,1
4.261245,3.4539437,4.557589,0.41583022,554308.5,0.0,1.233733,0
3.6235094,3.2858179,3.876592,0.8218314,208446.69,0.0,1.1027725,1
0.36857423,0.33272764,0.39560515,0.38477775,815267.0,0.0,1.1077355,0
6.645077,5.664514,6.934972,0.1652399,86080.7,1.0,1.1731063,0
7.190054,6.816428,6.6758275,0.3938076,1131132.5,0.0,1.0548126,0
1.2939429,1.0689399,1.1779804,0.19875145,1130870.8,0.0,1.2104917,0
4.521482,3.4732254,4.3774867,0.35730132,155964.0,1.0,1.3018106,0
1.0468907,0.87060124,1.0458585,0.3712001,683519.9,1.0,1.2024918,0
5.443473,3.6338618,5.228587,0.50529224,966998.94,0.0,1.4979857,0
2.3936236,2.053147,2.509574,0.19256051,584265.25,1.0,1.1658314,0
5.3434963,3.8373737,5.5812216,0.6793928,600587.4,0.0,1.3924879,0
5.870558,3.77878,6.42465,0.2186346,1165730.0,1.0,1.5535591,0
6.1954503,6.3539615,6.0722513,0.48083737,315084.3,0.0,0.9750532,1
1.0403794,0.85226375,1.0998324,0.45137677,655256.7,1.0,1.2207247,0
7.3448925,6.3429246,7.69921,0.62380254,182213.39,0.0,1.1579663,1
1.9956691,1.4823196,2.1907456,0.5527315,397806.2,1.0,1.346315,0
0.49181795,0.43183273,0.5187317,0.67803097,1028540.06,0.0,1.1389085,1
4.527849,3.9887767,4.331861,0.445782,873915.94,0.0,1.1351473,1
3.0931938,2.5272603,2.7933226,0.430288,753804.4,1.0,1.2239316,0
6.67236,5.700015,7.297115,0.5619187,180971.84,1.0,1.1705863,1
6.5043616,5.7187085,6.7854395,0.65438026,1028303.3,1.0,1.137383,1
2.6736834,2.0231066,2.8408456,0.62376034,392825.7,1.0,1.3215731,1
7.632615,6.885976,8.080259,0.54827213,665230.25,0.0,1.108429,1
2.4691591,2.4005435,2.5855854,0.53489935,318495.9,1.0,1.0285834,1
4.2174454,3.5814695,4.4295616,0.49455664,648847.06,1.0,1.177574,0
2.1965277,1.6941614,2.385191,0.5614895,696460.44,1.0,1.296528,1
7.5011396,6.1100597,8.122401,0.80524015,441538.72,0.0,1.2276704,1
1.483941,1.2805169,1.4480969,0.463614,631809.9,1.0,1.1588609,1
0.5503028,0.5212558,0.4986802,0.44532648,516960.22,0.0,1.0557251,1
3.5937572,3.1658952,3.262184,0.43384162,852119.75,0.0,1.1351472,0
7.9405293,6.6277323,7.8557854,0.55840594,675475.06,1.0,1.1980764,1
7.1550827,5.5149703,7.6344438,0.18173821,1059787.5,0.0,1.2973927,0
6.0391426,4.79306,6.4589972,0.47974074,107088.25,0.0,1.2599765,0
7.1481814,4.80606,7.011493,0.632097,80634.46,0.0,1.4873269,0
7.168884,6.28524,6.884439,0.4210654,266831.75,0.0,1.1405903,0
4.247095,4.1652703,4.2527027,0.5280057,186363.06,1.0,1.0196446,1
2.6642466,2.3801806,2.841442,0.81640035,654780.1,1.0,1.1193465,1
6.221697,4.6950364,6.3915443,0.54973996,280154.16,1.0,1.3251648,0
5.3609576,4.7192335,4.9747605,0.16411601,68455.92,1.0,1.1359806,0
3.1145303,2.5725048,3.028715,0.28851736,375015.38,0.0,1.2106996,0
0.93684,0.67565274,0.94722503,0.4623495,635583.5,0.0,1.3865702,0
6.024959,4.92715,6.071065,0.37942612,871393.44,1.0,1.2228081,0
2.247192,1.8209217,2.3957918,0.51550746,554154.0,1.0,1.2340959,1
7.5071425,7.132794,8.156017,0.4558136,1157121.5,0.0,1.0524827,1
2.0795705,1.4180405,1.9133974,0.6749107,279370.56,1.0,1.4665099,0
1.1575118,0.8014019,1.0937116,0.33630028,641171.3,1.0,1.4443587,0
6.6826787,5.411295,6.5385427,0.46887508,341161.28,1.0,1.2349501,0
1.3956177,0.93305594,1.3387876,0.5325888,977668.1,0.0,1.4957492,0
1.5982928,1.2151079,1.5689771,0.5511702,265922.22,1.0,1.3153505,0
4.875186,4.2089705,4.427372,0.5220208,1155841.2,0.0,1.1582845,1
7.021584,4.9064655,6.412129,0.13830899,874097.5,1.0,1.431088,0
1.7321904,1.4232836,1.8494117,0.5124938,690394.8,1.0,1.2170382,1
2.6205246,2.6483102,2.4122357,0.47738683,662200.3,1.0,0.9895082,1
6.2637577,5.484262,6.6697435,0.62961644,466840.78,0.0,1.1421332,1
7.7802463,6.693319,7.4791694,0.6084455,74179.97,0.0,1.1623899,1
4.105781,3.5417845,3.9491239,0.5361267,1102392.4,1.0,1.1592408,1
1.3224006,1.0355966,1.216806,0.5469746,964177.94,1.0,1.2769456,0
0.30870304,0.22465818,0.27865162,0.7028575,205086.8,0.0,1.374101,0
1.991317,1.7895838,1.9336838,0.6725444,190391.55,0.0,1.1127263,1
1.2282133,0.9671049,1.3105912,0.5412998,404315.78,1.0,1.2699897,0
5.485738,4.0974135,5.946491,0.82181275,927610.3,1.0,1.3388295,1
1.1502936,0.77503794,1.0494325,0.40577054,628639.8,1.0,1.4841771,0
4.1493735,3.6500118,3.7600858,0.32218352,802341.4,1.0,1.136811,0
5.615247,4.0628023,5.2320633,0.4983743,57123.42,0.0,1.3821119,0
4.7327094,3.9763172,4.984764,0.4439285,1112260.2,1.0,1.1902244,0
1.7582501,1.4339871,1.6544721,0.1301988,240538.69,1.0,1.2261268,0
6.4721713,5.8618674,6.123723,0.40214288,416736.47,0.0,1.1041142,0
5.7801757,4.361993,6.229807,0.55153775,1139223.1,1.0,1.3251226,0
5.964075,4.0544972,6.41132,0.49129584,892827.56,0.0,1.4709778,0
1.2222505,1.0135899,1.2638776,0.3835308,637726.7,0.0,1.2058629,0
1.1652796,1.0075003,1.086976,0.50634885,1042353.44,1.0,1.1566049,1
7.434988,5.910331,7.258257,0.51846087,120451.66,0.0,1.2579648,0
3.30111,2.7530384,3.1269283,0.6072612,137736.77,1.0,1.1990788,1
2.5473998,2.1404111,2.6349516,0.40377492,228435.06,0.0,1.1901451,0
4.0109553,2.9981472,4.2355137,0.63107854,354256.7,0.0,1.3378114,0
5.370341,4.699533,4.985968,0.33640355,865384.1,1.0,1.1427392,0
7.6538615,5.7405324,8.2630415,0.42449346,662280.25,0.0,1.3333017,0
2.4342806,1.889299,2.416182,0.75484896,539951.25,1.0,1.288457,1
7.4135056,5.079263,7.850911,0.34641832,949976.75,0.0,1.4595633,0
0.39390403,0.3004469,0.3585817,0.40118492,414734.7,1.0,1.3110604,0
4.5305448,3.5103114,4.4042163,0.31203336,148276.08,1.0,1.2906389,0
5.1450057,4.434424,4.6457148,0.37591004,506281.34,1.0,1.1602423,0
1.0259998,0.84441143,1.0708328,0.52075446,931372.94,0.0,1.2150472,0
1.2946489,1.2274575,1.1857562,0.60598135,595198.56,1.0,1.0547403,1
3.4690917,3.0525367,3.3568914,0.49720427,1173720.1,0.0,1.136462,0
7.736609,6.772789,8.1725645,0.4512965,1034546.4,0.0,1.1423076,1
4.849132,3.392051,5.090586,0.3135839,959596.94,1.0,1.4295574,0
7.477581,6.2506075,7.6873865,0.39093044,939157.7,0.0,1.1962967,0
6.474015,4.843319,6.7252336,0.26809463,718292.7,1.0,1.3366898,0
3.8455765,3.1850803,3.961891,0.61048394,1086322.1,0.0,1.207372,0
6.321155,5.333656,6.49976,0.620911,728352.94,1.0,1.1851449,1
0.3391269,0.33733207,0.3289297,0.49393287,478416.97,1.0,1.0053208,1
1.0513232,0.9279492,0.9521131,0.56621766,275286.6,1.0,1.1329534,1
6.6695433,5.955828,6.591944,0.63143486,985059.1,1.0,1.1198348,1
6.415173,4.510162,5.831982,0.51518136,476807.9,0.0,1.4223821,0
2.014598,1.3997003,2.0020537,0.7090416,959538.75,0.0,1.4393065,0
4.340003,4.1639347,4.308823,0.3464311,1180453.2,1.0,1.042284,0
4.9269233,3.8030624,4.6103406,0.44769946,508512.6,1.0,1.2955147,0
6.968364,4.9884377,7.3645315,0.4298387,441852.47,1.0,1.396903,0
4.904236,4.7085176,5.104534,0.5970857,245606.7,1.0,1.0415668,1
3.4180582,3.3963811,3.4587603,0.2848788,596654.3,1.0,1.0063825,1
3.1186357,2.7023125,3.3842862,0.71719617,802121.25,1.0,1.1540618,1
3.5218804,2.7583554,3.37198,0.5842662,409704.75,1.0,1.2768044,1
5.285062,4.582923,5.033527,0.76254416,608515.44,0.0,1.1532077,1
6.966427,4.8742056,6.5253625,0.4939143,667633.7,1.0,1.4292436,0
3.7403958,3.1436357,3.7736402,0.4174521,366522.94,0.0,1.1898311,0
2.1331487,1.5558773,2.007445,0.59856594,77038.16,0.0,1.3710263,1
2.0459664,1.808776,2.196916,0.65458477,297967.5,1.0,1.1311331,1
6.0189114,6.083739,5.783343,0.39283687,973622.06,0.0,0.9893441,1
6.5692363,5.9141445,6.557321,0.20036052,369771.7,1.0,1.1107669,0
1.0211691,0.6743424,1.0271962,0.2260602,65895.22,1.0,1.5143182,0
0.71915907,0.5751313,0.69149256,0.53920776,538690.94,1.0,1.2504258,1
4.8365827,3.7958176,5.0672097,0.73102844,834841.94,1.0,1.2741873,1
1.3401513,1.2455429,1.3916327,0.3048742,915270.9,1.0,1.0759575,0
6.6323805,4.772079,6.97834,0.45914504,525983.06,0.0,1.3898304,0
2.6206105,1.8185961,2.6761258,0.44773257,707637.1,1.0,1.4410074,0
1.3222011,1.1209984,1.3116716,0.7880798,907334.5,1.0,1.1794852,1
7.3835697,6.2232285,7.308135,0.83880436,1072627.8,1.0,1.1864532,1
1.4911474,1.2988793,1.5557244,0.5636679,785884.1,1.0,1.1480262,1
2.4208167,1.7069539,2.3612816,0.63470006,844492.2,1.0,1.4182086,0
1.3981845,1.2167876,1.38064,0.6305298,163476.39,1.0,1.1490785,1
1.1008224,0.7100795,1.0267748,0.30795178,533517.8,1.0,1.5502806,0
0.36495453,0.23824248,0.3780659,0.60477847,1072302.6,0.0,1.5318617,0
0.6320842,0.54604626,0.57860035,0.34705904,234828.06,1.0,1.1575654,0
1.5622035,1.1091617,1.7154595,0.47426963,406453.34,1.0,1.4084542,0
0.6163791,0.50972706,0.57246053,0.67096055,829658.1,1.0,1.2092335,1
4.8109217,3.1349456,4.6983256,0.51214,1087385.0,1.0,1.5346109,0
5.5095735,3.9556465,5.22063,0.66537446,117896.42,1.0,1.3928376,1
3.2703176,2.9029894,3.1333947,0.69488955,1051065.8,1.0,1.1265345,1
2.6803305,2.1301944,2.5851538,0.23645994,303371.12,0.0,1.2582563,0
4.1353045,3.7077556,4.315882,0.17334537,1039984.2,0.0,1.1153121,0
7.0250387,6.366142,6.570869,0.67431384,1072620.9,0.0,1.1035001,1
6.8388267,4.9015155,6.5158377,0.6803611,941804.8,1.0,1.3952473,0
0.5391055,0.4547239,0.4961071,0.53848916,1112389.0,1.0,1.1855667,1
1.6156876,1.3148079,1.561226,0.5588324,1155331.8,1.0,1.2288393,0
2.0466099,1.7444655,2.22722,0.63395715,1113964.0,1.0,1.1732018,1
2.1452231,1.4661825,2.0937846,0.63116133,640098.44,1.0,1.4631351,0
4.655615,4.4047327,4.913851,0.4543724,583228.25,1.0,1.0569574,1
3.446847,2.7839932,3.4204469,0.64337754,170987.2,0.0,1.2380946,1
0.58418214,0.4884798,0.57829356,0.44802904,298504.62,0.0,1.1959188,0
3.1141903,3.1329923,3.3159716,0.53653264,800220.2,1.0,0.99399877,1
4.285273,3.5702527,3.8797314,0.53000337,196443.1,1.0,1.2002716,0
0.99304086,0.9133252,1.0655103,0.37108412,1133737.6,0.0,1.0872806,0
6.700977,6.162175,6.6811533,0.38855192,311102.9,0.0,1.0874369,0
0.6053026,0.5967451,0.5872799,0.8351163,151120.64,1.0,1.0143403,1
7.4137664,6.7269654,8.017002,0.36621714,320532.1,0.0,1.1020968,1
0.9730825,0.96498543,0.94191647,0.5554939,106248.33,0.0,1.0083909,1
6.779885,5.005288,7.4276314,0.58696985,241003.06,0.0,1.3545444,0
7.2406945,6.896922,7.872599,0.49186754,725836.7,0.0,1.0498443,1
7.8406515,7.7497644,7.4767246,0.6007235,382537.97,1.0,1.0117277,1
6.455802,5.2251444,6.2499943,0.54934746,971334.5,1.0,1.2355261,1
6.279925,4.5785246,6.672003,0.36946228,515443.78,0.0,1.3716044,0
5.2113695,4.7534165,4.894112,0.5805226,871059.3,1.0,1.0963418,1
6.2761717,4.4110827,6.567325,0.41829404,864538.0,1.0,1.4228188,0
1.2495072,1.0280863,1.1568315,0.76110035,206144.98,0.0,1.215372,1
4.3813305,3.871626,4.1233625,0.5643688,115068.59,1.0,1.1316513,1
4.2109385,3.0490463,4.2113643,0.39497697,1018293.06,0.0,1.3810674,0
6.889063,6.317326,7.227842,0.55134344,855978.6,1.0,1.090503,1
3.809835,2.647958,3.9922717,0.36127183,251228.05,1.0,1.4387823,0
3.2036982,2.7573304,3.273489,0.53866684,831990.7,0.0,1.161884,1
5.1885934,5.0774455,4.952111,0.46614534,428888.2,1.0,1.0218905,1
2.2784138,1.8306522,2.2398531,0.37596932,115267.195,1.0,1.2445914,0
1.2901936,1.121939,1.224707,0.3740838,313077.12,0.0,1.1499678,0
3.9274428,3.0428455,3.7522924,0.86524016,919175.56,0.0,1.2907139,1
3.4517372,3.2091737,3.3297002,0.51370883,499336.34,1.0,1.0755844,1
2.0140455,1.8426168,2.0538623,0.43523914,676591.3,1.0,1.0930355,1
3.0665922,2.2241561,2.8872547,0.4092622,207023.5,1.0,1.3787667,0
3.057861,2.7785296,2.7781093,0.5706749,156559.52,1.0,1.100532,1
2.7544653,2.240696,2.8604872,0.4042256,325140.06,1.0,1.2292901,0
3.1598198,2.7878566,2.8576188,0.3358073,593418.3,0.0,1.1334226,0
5.548798,4.9588614,6.071256,0.49513784,1024039.9,1.0,1.1189661,1
2.5156364,2.0662506,2.440311,0.49400464,927900.4,0.0,1.2174885,0
7.601092,6.8824134,6.850988,0.43744475,234074.08,1.0,1.1044225,1
7.3475146,5.47948,7.912664,0.36630616,132192.34,0.0,1.3409146,0
3.9511013,3.0927973,4.0299687,0.44135427,309333.9,0.0,1.2775171,0
2.7612174,2.4258492,2.9364953,0.4295544,1030177.75,1.0,1.1382477,1
4.3763914,3.0614085,4.31952,0.40874538,643224.6,0.0,1.4295352,0
6.818772,5.7530823,6.6199117,0.541475,977937.94,1.0,1.185238,1
5.290181,3.7042947,5.454377,0.8339342,475019.53,0.0,1.4281211,1
6.474256,6.103151,6.3525414,0.6997648,729009.56,1.0,1.0608056,1
4.3552337,3.5068054,4.404194,0.7912879,733942.75,1.0,1.2419376,1
5.1367574,3.936645,4.9085035,0.4148463,770737.3,1.0,1.3048567,0
2.4476137,1.8667343,2.36569,0.75120324,590673.94,1.0,1.3111742,1
5.9321666,4.635864,5.436464,0.53409135,325125.53,1.0,1.2796248,1
1.7787558,1.7490247,1.8788543,0.6479545,542757.56,0.0,1.0169986,1
5.6194253,4.809178,5.449551,0.5686556,1170972.2,0.0,1.1684794,1
6.9136086,5.494681,7.5704,0.44850993,362929.1,0.0,1.2582366,0
1.2304021,1.0379726,1.1712835,0.60792464,883552.56,0.0,1.1853899,1
4.9921618,3.9542105,4.9672537,0.5727396,1136438.5,0.0,1.2624927,0
0.94174683,0.71285117,0.90511894,0.23477203,701194.0,1.0,1.3210989,0
5.860582,4.588179,6.087885,0.48138136,612736.4,0.0,1.2773219,0
0.8590471,0.6459461,0.9120273,0.6308606,188963.47,1.0,1.3299053,0
7.5003304,6.8087177,7.480846,0.5416132,916257.25,1.0,1.1015776,1
1.2717818,1.1832623,1.237934,0.5704206,1098214.6,1.0,1.0748097,1
7.679266,7.774262,8.055168,0.38728642,1177787.5,1.0,0.9877807,1
6.4468966,5.6895995,6.049065,0.5384316,281906.12,0.0,1.1331019,1
4.8307195,4.1653967,4.9268184,0.48554862,1108063.8,1.0,1.1597263,0
6.304468,5.049497,6.5990434,0.469482,475808.16,1.0,1.2485338,0
